"organization_id","name"
"12147","Laidlaw Transit Services Inc. (sponsor)"
"12148","American Transit Services Council"
"12149","California Conference Board of the Almalgamated Transit Union"
"12151","California Land Title Association (source)"
"12155","America Civil Liberties Union (source)"
"12156","Santa Monica-Malibu Unified School District"
"12158","Youth and Education Project Stanford Law School"
"12159","Coalition for Fair and Caring Schools"
"12160","California State Sheriffs' Association"
"12161","California State Juvenile Officers Association"
"12162","Riverside Sheriffs' Association"
"12164","Recreational Boaters of California (source)"
"12165","California Marine Parks and Harbors Association"
"12166","Marina Recreation Association"
"12167","Northern California Marine Association"
"12168","San Bernardino County Sheriff's Department"
"12169","Western Boaters Safety Group"
"12171","American Planning Association California Chapter"
"12172","Deaf Children First (source)"
"12173","Central School District"
"12177","Lemoore Union Elementary School District"
"12178","Lucia Mar Unified School District"
"12179","Romoland School District"
"12180","Western Electrical Contractors Association Inc."
"12181","Associated General Contractors San Diego Chapter"
"12182","Construction Employers' Association"
"12183","San Joaquin County (source)"
"12185","Citizens Against Lawsuit Abuse: Central California, Los Angeles, Northern California, Orange County, San Diego County and Silicon Valley chapters"
"12187","Sacramento Area Flood Control Agency (Sponsor)"
"12188","Center for Holocaust and Genocide Studies University of Minnesota"
"12189","Institute on the Holocaust and Genocide"
"12190","California State Automobile Association (source)"
"12191","American Automobile Association"
"12193","California State Sheriff's Association"
"12194","California Teamsters Affairs Council"
"12195","California Narcotic Officers' Association"
"12196","California Association of Sheet Metal and Air Conditioning Contractors National Association"
"12197","State Department of Industrial Relations"
"12199","AstraZenica Pharmaceuticals LP"
"12201","California Public Interest Research Group (sponsor)"
"12202","Allied Waste"
"12203","California Association of Sheet Metal and Air Conditioning Contractors"
"12204","California Fence Contractors' Association"
"12205","California Chapter of the American Fence Contractors' Association"
"12206","California Refuse Removal Council (North & South)"
"12207","Engineering Contractors' Association"
"12209","Marin Builders' Exchange"
"12210","Norcal Waste Systems"
"12213","State Department of Veterans Affairs (source)"
"12214","American Academy of Pediatrics California Region IX"
"12215","American College of Obstetricians and Gynecologists District IX"
"12217","Planned Parenthood Los Angeles"
"12219","State Board of Equalization"
"12220","Equal Rights for CCW"
"12221","Churroland"
"12222","Sippers and More"
"12224","Commission of California Insurance Professionals"
"12225","National Association of Insurance and Financial Advisors - California"
"12226","Western Insurance Agents' Association"
"12227","American Farmland Trust, Delta Protection Commission"
"12228","California District Attorneys Association (CDAA)"
"12229","California State Sheriffs' Association (CSSA)"
"12231","San Francisco Public Utilities Commission (co-source)"
"12233","Bella Vista Water District Redding"
"12234","California Coalition of Utility Employees"
"12235","Cities of Alameda, Fullerton, Roseville, Stockton"
"12236","Foothill Municipal Water District"
"12237","Greenfield County Water District"
"12238","Laguna Beach County Water District"
"12239","Lincoln Avenue Water Company Altadena"
"12240","North Coast County Water District"
"12241","Reclamation District No. 2068 Dixon"
"12242","City of Anaheim"
"12243","Elk Grove Water Service"
"12244","Rio Alto Water District"
"12245","Valencia Heights Water Company"
"12246","Central Basin Municipal Water District"
"12247","Redwine and Sherrill Law Offices"
"12248","Valley of the Moon Water District"
"12249","Humboldt Bay Municipal Water District"
"12250","County Coastwide Water District"
"12251","Olivehain Municipal Water District"
"12252","Rancho Murieta Community Services District"
"12253","El Dorado Irrigation District"
"12254","Pajaro Valley Water Management Agency"
"12255","California Community Colleges"
"12256","Community College League of California"
"12257","Riverside County Schools Advisory Association"
"12258","San Diego County School District"
"12259","Friends of Orange County Harbors Beaches & Parks"
"12260","Auditor-Controller County of Orange"
"12261","Golden State Mobilehome Owners League"
"12262","State Teachers' Retirement System"
"12263","Latin Business Association (source)"
"12264","California Community Colleges Chancellor's Office"
"12265","Board of Governor of the California Community Colleges"
"12266","Supplier Excellence Alliance (SEA)"
"12267","South Coast Air Quality Management District (sponsor)"
"12268","AREE International Corporation"
"12269","Azusa Pacific University"
"12270","Coalition For A Safe Environment"
"12271","J. Gallo Mobile Tree Grinding"
"12272","J. Miller Tractor Work"
"12274","Statewide University Police Association"
"12275","California Technology Trade and Commerce Agency"
"12276","American River Flood Control District"
"12277","Commercial Vehicle Training Association"
"12280","Armed Forces Retirees Association"
"12282","Orange County Veterans Advisory Council"
"12284","Sheriff of Shasta County"
"12285","Shasta County District Attorney"
"12286","California Correctional Supervisors Organization"
"12287","California Independent Public Employees Legislative Counsel"
"12288","AIDS Project Los Angeles"
"12291","DMB Rancho Mission Viejo"
"12292","Association of California and Health Insurance Companies"
"12293","American Para Professional Systems Inc."
"12294","ExamOne World Wide Inc. and LabOne Inc."
"12296","Examination Management Services Inc."
"12297","Clinical Reference Laboratory Inc."
"12301","Antelope Valley Air Quality Management District"
"12302","Mojave Desert Air Quality Management District"
"12304","California Lyme Disease Association"
"12306","CA Association of Community Organizations for Reform Now"
"12307","CA Faculty Association"
"12310","Hotel Employees & Restaurant Employees Local 2850"
"12315","Social Concerns Committee Episcopal Diocese of San Jose"
"12316","United Food & Commercial Workers Local 428"
"12317","Working Assets"
"12318","Council of California County Law Librarians"
"12319","Bernard E. Witkin Law Library Alameda County"
"12320","Los Angeles County Law Library"
"12321","Northern California Association of Law Libraries"
"12322","Orange County Public Law Library"
"12323","Sacramento County Public Law Library"
"12324","San Diego Area Law Libraries"
"12325","San Diego County Public Law Library"
"12326","Southwestern University School of Law"
"12327","Tulare County Public Library"
"12328","Personal Insurance Federation"
"12329","California State Automobile Association Inter-Insurance Bureau"
"12330","Interinsurance Exchange of the Automobile Club of Southern California"
"12331","Mariposa County Unified School District"
"12332","Los Angeles District Attorneys Office"
"12333","Office of the San Bernardino County Sheriff"
"12334","Alsco American Linen"
"12335","American Beauty Academy"
"12336","Bill Leonard, Member, Board of Equalization, District 2"
"12337","Bill Wiest Ranches, Inc."
"12338","Brandt Company, Inc."
"12339","Brawley Beef, LLC"
"12340","Brawley Economic Development Commission"
"12341","Brawley Plaza Auto and Accessories"
"12342","CalEnergy Operating Corporation"
"12343","Calexico Community Action Council"
"12344","Calexico Super Shopping, Inc."
"12345","Campesinos Unidos, Inc."
"12346","C.F. Benson Rentals"
"12347","City of Brawley"
"12349","Claude Parrish, Member, Board of Equalization, District 3"
"12350","De Anza Apartments"
"12351","Debbie's On Main"
"12354","Employment Partnering Services"
"12355","Guepard Energy, Inc."
"12356","Imperial County Community & Economic Development"
"12357","Imperial County Farm Bureau"
"12358","Imperial County Workforce Investment Board"
"12359","Imperial Hardware Co."
"12360","Imperial Valley Economic Development Corporation"
"12361","Imperial Valley Employer Advisory Council"
"12362","Imperial Valley Regional Occupational Program"
"12363","Imperial Valley Vegetable Growers Association"
"12364","Intellitruss of California"
"12365","John R. Benson Farms, Inc."
"12366","Mesquite Cattle Feeders, Inc."
"12367","Northwest Atlantic Partners"
"12368","Park Imperial Townhouses"
"12369","Sabara Packing Company"
"12370","Shank & Kretz"
"12372","Smith-Kandal"
"12373","State of California Employment Development Department"
"12374","Sun Community Federal Credit Union"
"12375","Sweet Caroline Onions"
"12376","The Coalition of Labor, Agriculture & Business"
"12377","Tyler-Hart Insurance Services"
"12378","Union Bank of California"
"12379","Urban American Homes"
"12380","Valley Independent Bank"
"12382","California State Attorneys Administrative Law Judges Deputy Labor Commissioners and Hearing Officers in State Employment"
"12383","California Association of Mental Health Patients' Rights Advocates"
"12384","Mental Health Association in California"
"12385","National Alliance for the Mentally Ill (NAMI) - California"
"12386","San Francisco Police Officers' Association"
"12388","Public Policy Advocates"
"12389","Los Angeles District Attorney's Office"
"12390","Speaker's Commission on Police Misconduct"
"12391","Family Law Executive Committee of the State Bar"
"12392","Alameda County District Attorney's Office"
"12393","California Judges Association (if amended)"
"12394","Family Law Executive Committee of the State Bar of California (FlexCom)"
"12395","National Association of Social Workers, California Chapter (NASW-CA)"
"12397","California Homeschool Network"
"12398","Parents for the Rights of Developmentally Disabled Children (all opposed to aspects of bill relating to criminal prosecution)"
"12399","American Planning Association CA Chapter"
"12400","Sergeants Major Association of California"
"12401","California Cattlemen's Association"
"12402","Allen Company Papermaking"
"12403","Arsen's Recycling"
"12404","Basic Fibres Inc."
"12405","California Refuse Removal Council"
"12406","Coalition of Independent Recyclers"
"12407","DuBois Ranch"
"12409","Environmental Planning Consultants"
"12410","Foothill Disposal Company"
"12411","Glass Packaging Institute"
"12412","Institute for Scrap Recycling Industries"
"12413","Lee's Iron and Metal"
"12414","Los Altos Garbage Company"
"12416","Owens-Illinois California Containers Inc."
"12417","Perris Valley Recycling Inc."
"12418","Quality Recycling"
"12419","Recycling Specialists Inc."
"12420","City of  Sunnyvale"
"12421","Talco Plastics"
"12422","TOMRA Pacific Inc"
"12423","Unicorn Metals"
"12424","Valley Vista Services"
"12426","California State Council of Service Employees"
"12429","Alameda County Flood Control and Water Conservation"
"12431","City of Pleasanton"
"12432","Citizens for Balanced Growth"
"12433","Oak Tree Racing Association"
"12434","California Thoroughbred Breeders Association"
"12435","Los Angeles County Fair"
"12436","Thoroughbred Owners of California"
"12440","East Valley Community Clinic Inc."
"12441","Gardner Family Health Network Inc."
"12443","Inland Empire Health Plan"
"12444","L.A. Care Health Plan"
"12445","Managed Risk Medical Insurance Board"
"12446","Santa Clara Valley Health and Hospital System"
"12447","Ventura County District Attorney"
